TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Month,MonthName,Year,DayOfWeek,DaysSinceLastTxn,BalanceUtilisationPct,AmountPerMinute,IsAnomaly,IsHighRisk
TX000442,AC00351,92.29,2023-02-15 16:17:59,Debit,Albuquerque,Branch,54,Engineer,115,1,2026.32,2024-11-04 08:11:25,2,Feb,2023,Wednesday,628,4.55,0.8,0,0
TX000443,AC00070,293.97,2023-11-13 17:34:15,Debit,Phoenix,Branch,68,Retired,153,1,7371.85,2024-11-04 08:08:57,11,Nov,2023,Monday,357,3.99,1.92,0,0
TX000444,AC00273,136.32,2023-10-11 18:50:24,Debit,Miami,Online,19,Student,113,1,264.83,2024-11-04 08:09:24,10,Oct,2023,Wednesday,390,51.47,1.21,0,0
TX000445,AC00280,251.06,2023-12-06 17:27:14,Debit,Colorado Springs,Online,36,Doctor,34,1,10001.66,2024-11-04 08:10:13,12,Dec,2023,Wednesday,334,2.51,7.38,0,0
TX000446,AC00480,50.17,2023-09-18 16:57:44,Credit,Sacramento,ATM,77,Retired,35,1,7752.14,2024-11-04 08:10:59,9,Sep,2023,Monday,413,0.65,1.43,0,0
TX000447,AC00122,21.4,2023-12-26 16:07:28,Debit,Fresno,Branch,34,Engineer,258,1,9594.11,2024-11-04 08:11:40,12,Dec,2023,Tuesday,314,0.22,0.08,0,0
TX000448,AC00072,73.28,2023-03-10 17:33:12,Debit,Boston,Branch,21,Student,21,1,1329.41,2024-11-04 08:10:57,3,Mar,2023,Friday,605,5.51,3.49,0,0
TX000449,AC00093,70.23,2023-09-13 16:18:07,Debit,Memphis,ATM,38,Doctor,260,1,11624.93,2024-11-04 08:07:16,9,Sep,2023,Wednesday,418,0.6,0.27,0,0
TX000450,AC00407,689.29,2023-01-06 17:30:07,Debit,El Paso,ATM,22,Student,100,1,168.84,2024-11-04 08:07:49,1,Jan,2023,Friday,668,408.25,6.89,0,0
TX000451,AC00495,745.03,2023-08-03 17:42:02,Debit,Fort Worth,Online,28,Student,231,1,160.57,2024-11-04 08:09:15,8,Aug,2023,Thursday,459,463.99,3.23,0,0
TX000452,AC00119,54.61,2023-12-04 16:10:04,Debit,Milwaukee,ATM,58,Engineer,160,1,7135.64,2024-11-04 08:07:19,12,Dec,2023,Monday,336,0.77,0.34,0,0
TX000453,AC00271,54.05,2023-04-25 16:53:22,Debit,Louisville,Branch,27,Student,146,1,469.14,2024-11-04 08:11:34,4,Apr,2023,Tuesday,559,11.52,0.37,0,0
TX000454,AC00235,107.47,2023-04-12 17:39:29,Debit,Austin,Online,67,Retired,144,1,7517.5,2024-11-04 08:12:09,4,Apr,2023,Wednesday,572,1.43,0.75,0,0
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,ATM,20,Student,282,4,919.84,2024-11-04 08:11:12,10,Oct,2023,Wednesday,383,66.44,2.17,0,0
TX000456,AC00307,219.63,2023-11-10 16:06:27,Debit,Charlotte,ATM,48,Doctor,44,1,8013.63,2024-11-04 08:07:29,11,Nov,2023,Friday,360,2.74,4.99,0,0
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,Branch,54,Retired,123,1,5077.06,2024-11-04 08:09:59,2,Feb,2023,Friday,633,3.72,1.53,0,0
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,Online,51,Engineer,97,1,2791.2,2024-11-04 08:08:04,8,Aug,2023,Monday,448,3.35,0.96,0,0
TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,Branch,62,Retired,107,1,1777.38,2024-11-04 08:07:39,9,Sep,2023,Monday,413,15.52,2.58,0,0
TX000460,AC00499,376.79,2023-01-30 17:47:18,Debit,Milwaukee,Branch,68,Retired,265,1,7749.14,2024-11-04 08:08:44,1,Jan,2023,Monday,644,4.86,1.42,0,0
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,8,Aug,2023,Monday,441,0.2,0.16,0,0
TX000462,AC00200,697.32,2023-05-11 16:30:04,Debit,Atlanta,Online,68,Retired,91,1,2016.02,2024-11-04 08:11:18,5,May,2023,Thursday,543,34.59,7.66,0,0
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,9,Sep,2023,Wednesday,418,0.89,0.2,0,0
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,10,Oct,2023,Wednesday,383,7.79,2.19,0,0
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,Branch,23,Student,136,1,1790.27,2024-11-04 08:09:45,10,Oct,2023,Monday,385,24.73,3.26,0,0
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,ATM,27,Student,249,1,711.47,2024-11-04 08:10:15,8,Aug,2023,Tuesday,454,87.69,2.51,0,0
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,ATM,35,Doctor,235,3,12154.66,2024-11-04 08:08:08,11,Nov,2023,Monday,350,3.66,1.9,0,0
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,ATM,26,Student,36,1,1546.22,2024-11-04 08:07:15,11,Nov,2023,Friday,346,4.1,1.76,0,0
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,ATM,44,Doctor,88,1,7208.15,2024-11-04 08:10:25,11,Nov,2023,Friday,367,4.81,3.94,0,0
TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,Online,59,Engineer,53,1,9267.32,2024-11-04 08:06:23,2,Feb,2023,Monday,630,0.78,1.36,0,0
TX000471,AC00371,7.5,2023-02-17 16:08:54,Debit,Dallas,Online,63,Retired,36,1,6485.78,2024-11-04 08:11:28,2,Feb,2023,Friday,626,0.12,0.21,0,0
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,ATM,65,Retired,279,1,3984.38,2024-11-04 08:06:44,11,Nov,2023,Monday,343,5.18,0.74,0,0
TX000473,AC00213,423.11,2023-07-25 18:41:02,Debit,Columbus,ATM,60,Engineer,47,1,412.78,2024-11-04 08:10:58,7,Jul,2023,Tuesday,468,102.5,9.0,0,0
TX000474,AC00464,35.84,2023-03-28 17:23:54,Credit,Colorado Springs,Online,54,Retired,172,1,4795.65,2024-11-04 08:10:57,3,Mar,2023,Tuesday,587,0.75,0.21,0,0
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,Branch,28,Student,105,1,246.57,2024-11-04 08:08:47,2,Feb,2023,Tuesday,629,35.93,0.84,0,0
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,9,Sep,2023,Monday,427,135.27,8.52,1,0
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:05,10,Oct,2023,Monday,385,2.1,1.45,0,0
TX000478,AC00054,22.46,2023-05-17 16:03:51,Debit,New York,Online,54,Retired,78,1,6631.5,2024-11-04 08:07:46,5,May,2023,Wednesday,537,0.34,0.29,0,0
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,Online,21,Student,260,1,1661.68,2024-11-04 08:08:44,7,Jul,2023,Thursday,473,20.15,1.29,0,0
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,Omaha,Online,54,Retired,59,1,5504.01,2024-11-04 08:06:35,7,Jul,2023,Thursday,473,5.8,5.41,0,0
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,ATM,18,Student,88,1,312.19,2024-11-04 08:10:39,12,Dec,2023,Friday,332,46.22,1.64,0,0
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,5,May,2023,Tuesday,552,14.26,2.34,0,0
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,ATM,62,Doctor,181,1,10862.99,2024-11-04 08:11:36,1,Jan,2023,Thursday,662,3.37,2.02,0,0
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,Online,55,Retired,12,1,5414.87,2024-11-04 08:09:35,5,May,2023,Monday,553,1.83,8.26,0,0
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,ATM,55,Retired,127,1,3919.44,2024-11-04 08:11:49,5,May,2023,Monday,532,13.76,4.25,0,0
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,Branch,58,Engineer,92,1,7315.34,2024-11-04 08:07:32,6,Jun,2023,Thursday,515,2.58,2.05,0,0
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,1,Jan,2023,Monday,658,37.87,24.43,1,0
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,ATM,26,Student,227,1,465.63,2024-11-04 08:12:20,3,Mar,2023,Wednesday,607,152.51,3.13,0,0
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,Online,53,Doctor,170,1,9992.36,2024-11-04 08:10:16,2,Feb,2023,Monday,616,3.09,1.82,0,0
TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,3,Mar,2023,Monday,588,3.24,1.2,0,0
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,ATM,45,Engineer,133,1,4317.85,2024-11-04 08:09:12,9,Sep,2023,Wednesday,418,0.02,0.01,0,0
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,ATM,30,Doctor,128,5,5326.68,2024-11-04 08:10:19,3,Mar,2023,Tuesday,601,9.48,3.95,0,0
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,Branch,23,Student,79,1,1636.32,2024-11-04 08:08:48,12,Dec,2023,Monday,336,4.07,0.84,0,0
TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,2,Feb,2023,Wednesday,635,2.82,1.26,0,0
TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,Online,60,Engineer,114,1,3927.69,2024-11-04 08:06:26,9,Sep,2023,Wednesday,411,16.8,5.79,0,0
TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,ATM,27,Student,45,1,588.5,2024-11-04 08:08:00,8,Aug,2023,Thursday,452,107.88,14.11,0,0
TX000497,AC00114,286.5,2023-10-23 16:58:04,Credit,Boston,Branch,30,Engineer,60,1,8517.95,2024-11-04 08:09:17,10,Oct,2023,Monday,378,3.36,4.78,0,0
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,Branch,76,Retired,168,1,2401.59,2024-11-04 08:11:24,11,Nov,2023,Monday,343,13.45,1.92,0,0
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,Branch,19,Student,114,1,6776.41,2024-11-04 08:10:17,8,Aug,2023,Monday,455,9.66,5.74,0,0
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,Branch,48,Doctor,140,1,5529.92,2024-11-04 08:10:06,6,Jun,2023,Wednesday,502,2.86,1.13,0,0
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,7,Jul,2023,Wednesday,481,1.34,2.33,0,0
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,Branch,57,Engineer,57,1,5994.87,2024-11-04 08:07:07,1,Jan,2023,Wednesday,656,4.25,4.47,0,0
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,Online,65,Retired,119,1,5468.58,2024-11-04 08:08:26,9,Sep,2023,Thursday,403,14.56,6.69,0,0
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,ATM,39,Engineer,142,1,5677.52,2024-11-04 08:07:41,4,Apr,2023,Monday,574,2.63,1.05,0,0
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,Online,43,Doctor,158,1,14180.21,2024-11-04 08:08:48,9,Sep,2023,Monday,406,0.02,0.02,0,0
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,Online,40,Doctor,189,1,9895.1,2024-11-04 08:07:50,3,Mar,2023,Tuesday,601,0.69,0.36,0,0
TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,Branch,39,Engineer,111,1,2232.84,2024-11-04 08:10:01,6,Jun,2023,Wednesday,509,22.1,4.45,0,0
TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,ATM,57,Retired,42,1,7739.54,2024-11-04 08:09:21,4,Apr,2023,Wednesday,558,0.49,0.89,0,0
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,Branch,19,Student,68,5,431.16,2024-11-04 08:10:12,9,Sep,2023,Friday,416,29.46,1.87,0,0
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:06,3,Mar,2023,Thursday,599,1.6,1.83,0,0
TX000511,AC00167,448.33,2023-05-01 16:11:56,Debit,Atlanta,ATM,25,Student,161,1,922.19,2024-11-04 08:09:44,5,May,2023,Monday,553,48.62,2.78,0,0
TX000512,AC00153,1116.48,2023-09-18 17:44:50,Debit,San Diego,ATM,51,Engineer,55,1,447.53,2024-11-04 08:11:35,9,Sep,2023,Monday,413,249.48,20.3,1,0
TX000513,AC00012,8.65,2023-06-05 17:08:37,Debit,Las Vegas,Online,48,Doctor,273,1,10778.35,2024-11-04 08:09:03,6,Jun,2023,Monday,518,0.08,0.03,0,0
TX000514,AC00469,65.57,2023-04-06 17:24:16,Debit,Miami,Online,41,Engineer,82,1,7513.79,2024-11-04 08:06:26,4,Apr,2023,Thursday,578,0.87,0.8,0,0
TX000515,AC00127,539.81,2023-02-21 16:14:16,Debit,San Francisco,Online,46,Engineer,177,1,2051.25,2024-11-04 08:09:05,2,Feb,2023,Tuesday,622,26.32,3.05,0,0
TX000516,AC00480,363.53,2023-01-18 17:03:54,Debit,Kansas City,ATM,63,Retired,142,1,1038.91,2024-11-04 08:10:57,1,Jan,2023,Wednesday,656,34.99,2.56,0,0
TX000517,AC00092,64.9,2023-02-14 16:23:39,Credit,Detroit,Branch,51,Retired,72,1,6854.61,2024-11-04 08:10:18,2,Feb,2023,Tuesday,629,0.95,0.9,0,0
TX000518,AC00122,358.18,2023-04-10 16:44:52,Debit,Boston,ATM,18,Student,157,1,619.86,2024-11-04 08:07:58,4,Apr,2023,Monday,574,57.78,2.28,0,0
TX000519,AC00067,167.2,2023-01-18 17:53:37,Debit,San Antonio,Branch,30,Doctor,84,1,11320.83,2024-11-04 08:06:52,1,Jan,2023,Wednesday,656,1.48,1.99,0,0
TX000520,AC00014,121.91,2023-06-26 18:39:52,Debit,Chicago,Branch,60,Doctor,133,1,14510.8,2024-11-04 08:08:59,6,Jun,2023,Monday,497,0.84,0.92,0,0
TX000521,AC00098,137.57,2023-12-11 17:26:22,Debit,Louisville,Online,54,Engineer,70,1,5103.67,2024-11-04 08:11:22,12,Dec,2023,Monday,329,2.7,1.97,0,0
TX000522,AC00345,534.62,2023-12-05 17:51:28,Debit,Oklahoma City,Online,55,Doctor,45,1,13793.53,2024-11-04 08:06:35,12,Dec,2023,Tuesday,335,3.88,11.88,0,0
TX000523,AC00360,463.92,2023-03-13 16:41:12,Debit,Mesa,Online,50,Engineer,199,1,2403.39,2024-11-04 08:09:14,3,Mar,2023,Monday,602,19.3,2.33,0,0
TX000524,AC00043,320.14,2023-01-31 16:58:42,Debit,Milwaukee,Online,60,Retired,96,1,3075.97,2024-11-04 08:07:40,1,Jan,2023,Tuesday,643,10.41,3.33,0,0
TX000525,AC00295,214.93,2023-05-15 17:02:15,Debit,Albuquerque,Online,28,Student,52,1,7835.4,2024-11-04 08:08:51,5,May,2023,Monday,539,2.74,4.13,0,0
TX000526,AC00313,660.02,2023-10-12 16:57:36,Debit,Nashville,Branch,20,Student,84,1,414.43,2024-11-04 08:08:35,10,Oct,2023,Thursday,389,159.26,7.86,0,0
TX000527,AC00173,345.81,2023-06-26 16:10:57,Debit,Raleigh,Branch,40,Engineer,135,1,6116.8,2024-11-04 08:12:14,6,Jun,2023,Monday,497,5.65,2.56,0,0
TX000528,AC00364,143.54,2023-10-16 16:06:05,Debit,Philadelphia,ATM,71,Retired,80,1,6067.62,2024-11-04 08:08:22,10,Oct,2023,Monday,385,2.37,1.79,0,0
TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,Branch,53,Engineer,29,1,7341.43,2024-11-04 08:10:32,3,Mar,2023,Friday,584,0.58,1.47,0,0
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Credit,Omaha,Online,21,Student,128,1,1240.71,2024-11-04 08:07:39,1,Jan,2023,Tuesday,657,85.7,8.31,1,0
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,ATM,22,Student,125,1,1454.08,2024-11-04 08:11:29,8,Aug,2023,Friday,451,37.26,4.33,0,0
TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,Branch,26,Student,63,1,1476.91,2024-11-04 08:06:37,2,Feb,2023,Monday,630,2.75,0.64,0,0
TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,8,Aug,2023,Monday,434,6.19,0.92,0,0
TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,Online,28,Student,244,1,1719.97,2024-11-04 08:08:24,12,Dec,2023,Tuesday,335,28.99,2.04,0,0
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,ATM,53,Doctor,220,1,832.82,2024-11-04 08:11:56,3,Mar,2023,Monday,588,27.28,1.03,0,0
TX000536,AC00161,1182.86,2023-12-11 16:06:51,Debit,Tucson,Online,30,Engineer,34,1,7696.16,2024-11-04 08:08:58,12,Dec,2023,Monday,329,15.37,34.79,1,0
TX000537,AC00125,56.94,2023-12-11 16:52:47,Credit,Charlotte,Online,76,Retired,74,1,7004.63,2024-11-04 08:07:42,12,Dec,2023,Monday,329,0.81,0.77,0,0
TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,ATM,68,Retired,159,1,6385.69,2024-11-04 08:11:59,7,Jul,2023,Monday,476,9.86,3.96,0,0
TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,Online,35,Engineer,176,1,5472.03,2024-11-04 08:06:34,6,Jun,2023,Tuesday,510,1.09,0.34,0,0
TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,Branch,30,Engineer,54,1,8602.22,2024-11-04 08:08:12,12,Dec,2023,Friday,311,2.17,3.46,0,0
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,Online,19,Student,179,1,162.53,2024-11-04 08:08:50,4,Apr,2023,Tuesday,559,141.8,1.29,0,0
TX000542,AC00314,65.09,2023-02-28 17:58:02,Credit,Seattle,Online,44,Engineer,159,1,9370.9,2024-11-04 08:09:41,2,Feb,2023,Tuesday,615,0.69,0.41,0,0
TX000543,AC00467,457.09,2023-05-25 16:52:57,Credit,Nashville,Online,55,Engineer,63,1,8570.82,2024-11-04 08:08:45,5,May,2023,Thursday,529,5.33,7.26,0,0
TX000544,AC00316,552.02,2023-11-30 16:51:46,Credit,Chicago,ATM,44,Engineer,100,1,522.08,2024-11-04 08:09:25,11,Nov,2023,Thursday,340,105.73,5.52,0,0
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,ATM,34,Engineer,61,1,836.67,2024-11-04 08:11:40,8,Aug,2023,Monday,448,45.07,6.18,0,0
TX000546,AC00045,204.56,2023-09-11 17:51:17,Credit,San Diego,Branch,18,Student,179,1,364.72,2024-11-04 08:10:26,9,Sep,2023,Monday,420,56.09,1.14,0,0
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,Branch,35,Doctor,144,1,8557.32,2024-11-04 08:09:01,5,May,2023,Wednesday,537,4.91,2.92,0,0
TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,ATM,24,Student,202,4,1579.57,2024-11-04 08:06:33,4,Apr,2023,Monday,574,6.15,0.48,0,0
TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,Branch,27,Student,171,1,129.29,2024-11-04 08:09:21,5,May,2023,Friday,549,96.36,0.73,0,0
TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:09,1,Jan,2023,Monday,672,1.14,2.17,0,0
TX000551,AC00356,77.43,2023-01-19 16:11:12,Debit,Raleigh,Online,21,Student,169,1,1380.21,2024-11-04 08:06:33,1,Jan,2023,Thursday,655,5.61,0.46,0,0
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,ATM,56,Doctor,277,4,7487.79,2024-11-04 08:08:51,4,Apr,2023,Friday,570,1.42,0.38,0,0
TX000553,AC00158,245.93,2023-06-06 18:53:35,Debit,Fresno,Branch,54,Engineer,172,1,7986.63,2024-11-04 08:11:58,6,Jun,2023,Tuesday,517,3.08,1.43,0,0
TX000554,AC00086,622.41,2023-12-11 16:57:41,Debit,Indianapolis,ATM,64,Doctor,125,1,7322.01,2024-11-04 08:07:48,12,Dec,2023,Monday,329,8.5,4.98,0,0
TX000555,AC00322,43.73,2023-04-03 16:43:29,Debit,Omaha,ATM,34,Doctor,145,1,9929.43,2024-11-04 08:10:33,4,Apr,2023,Monday,581,0.44,0.3,0,0
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,Branch,19,Student,68,1,1830.98,2024-11-04 08:07:32,5,May,2023,Monday,539,70.06,18.87,1,0
TX000557,AC00083,2.03,2024-01-01 16:07:05,Credit,Detroit,ATM,33,Engineer,28,1,3012.31,2024-11-04 08:08:50,1,Jan,2024,Monday,308,0.07,0.07,0,0
TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,Online,31,Doctor,137,1,7198.8,2024-11-04 08:09:01,7,Jul,2023,Wednesday,488,10.71,5.63,0,0
TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,Branch,63,Doctor,113,1,10980.38,2024-11-04 08:12:03,2,Feb,2023,Tuesday,615,2.37,2.3,0,0
TX000560,AC00030,356.1,2023-10-25 16:13:39,Credit,Fort Worth,Branch,26,Student,187,1,868.35,2024-11-04 08:11:02,10,Oct,2023,Wednesday,376,41.01,1.9,0,0
TX000561,AC00114,27.07,2023-03-06 17:39:01,Credit,Virginia Beach,Branch,80,Retired,39,1,3773.29,2024-11-04 08:09:57,3,Mar,2023,Monday,609,0.72,0.69,0,0
TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,ATM,67,Doctor,60,1,6697.77,2024-11-04 08:09:02,12,Dec,2023,Tuesday,321,1.79,2.0,0,0
TX000563,AC00216,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,Online,37,Doctor,281,1,9410.99,2024-11-04 08:10:32,2,Feb,2023,Monday,630,1.13,0.38,0,0
TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,Online,37,Engineer,58,1,6213.32,2024-11-04 08:08:25,11,Nov,2023,Wednesday,355,0.19,0.21,0,0
TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,Branch,21,Student,115,2,368.78,2024-11-04 08:10:17,1,Jan,2023,Friday,647,99.16,3.18,0,0
TX000566,AC00086,29.38,2023-02-15 16:30:09,Credit,Baltimore,Branch,28,Student,63,1,1663.31,2024-11-04 08:11:08,2,Feb,2023,Wednesday,628,1.77,0.47,0,0
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:45,7,Jul,2023,Wednesday,467,44.94,2.16,0,0
TX000568,AC00240,350.14,2023-03-24 18:50:42,Credit,Los Angeles,Online,75,Retired,38,1,2403.25,2024-11-04 08:08:40,3,Mar,2023,Friday,591,14.57,9.21,0,0
TX000569,AC00298,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,Branch,52,Retired,73,1,5957.37,2024-11-04 08:09:51,8,Aug,2023,Thursday,459,2.75,2.25,0,0
TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,Branch,24,Student,58,1,801.01,2024-11-04 08:09:49,2,Feb,2023,Monday,637,21.29,2.94,0,0
TX000571,AC00424,262.22,2023-07-13 17:48:24,Credit,Baltimore,ATM,40,Engineer,136,1,5711.71,2024-11-04 08:12:12,7,Jul,2023,Thursday,480,4.59,1.93,0,0
TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,Online,24,Student,13,1,928.33,2024-11-04 08:12:03,4,Apr,2023,Monday,560,4.47,3.19,0,0
TX000573,AC00471,121.43,2023-03-21 16:20:33,Credit,Sacramento,Branch,52,Engineer,243,1,7365.28,2024-11-04 08:07:28,3,Mar,2023,Tuesday,594,1.65,0.5,0,0
TX000574,AC00461,350.46,2023-12-08 16:16:02,Debit,Nashville,Branch,51,Retired,165,1,5839.38,2024-11-04 08:06:32,12,Dec,2023,Friday,332,6.0,2.12,0,0
TX000575,AC00188,220.41,2023-09-04 16:42:49,Credit,El Paso,Online,26,Engineer,155,1,5116.98,2024-11-04 08:10:04,9,Sep,2023,Monday,427,4.31,1.42,0,0
TX000576,AC00013,33.46,2023-02-20 16:52:03,Debit,Seattle,ATM,72,Retired,111,1,3641.07,2024-11-04 08:09:12,2,Feb,2023,Monday,623,0.92,0.3,0,0
TX000577,AC00345,104.79,2023-08-07 16:06:32,Debit,Denver,ATM,70,Doctor,223,1,1352.19,2024-11-04 08:10:07,8,Aug,2023,Monday,455,7.75,0.47,0,0
TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,Online,29,Doctor,141,1,7299.86,2024-11-04 08:10:57,12,Dec,2023,Wednesday,313,3.37,1.75,0,0
TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,ATM,19,Student,176,1,1503.56,2024-11-04 08:07:15,12,Dec,2023,Friday,332,3.25,0.28,0,0
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,ATM,69,Retired,17,1,5943.13,2024-11-04 08:07:03,4,Apr,2023,Thursday,557,5.59,19.53,0,0
TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,Online,54,Engineer,167,1,895.66,2024-11-04 08:09:14,10,Oct,2023,Tuesday,370,13.19,0.71,0,0
TX000582,AC00205,84.59,2023-04-19 16:54:46,Credit,Las Vegas,Branch,67,Doctor,10,1,5669.1,2024-11-04 08:07:12,4,Apr,2023,Wednesday,565,1.49,8.46,0,0
TX000583,AC00475,295.64,2023-12-14 17:31:18,Debit,Jacksonville,Online,21,Student,82,1,1061.96,2024-11-04 08:10:41,12,Dec,2023,Thursday,326,27.84,3.61,0,0
TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,Branch,25,Student,160,1,1592.94,2024-11-04 08:12:17,6,Jun,2023,Friday,521,32.29,3.21,0,0
TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,ATM,43,Doctor,169,1,6215.96,2024-11-04 08:12:19,2,Feb,2023,Monday,616,15.96,5.87,1,0
